39, 13, Never-married, Adm-clerical, Not-in-family, White, 0, 40, United-States, <=50K
30,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, <=50K
65,9, Married-civ-spouse, ?, Husband, White,0,45, Germany, <=50K
28,10, Never-married, Craft-repair, Not-in-family, Black,0,40, United-States, <=50K
39,13, Married-civ-spouse, Adm-clerical, Husband, White,0,40, United-States, <=50K
35,10, Never-married, Sales, Not-in-family, White,0,40, United-States, <=50K
50,10, Married-civ-spouse, Sales, Wife, White,0,39, United-States, <=50K
25,6, Never-married, ?, Own-child, Black,0,40, United-States, <=50K
63,5, Widowed, Other-service, Not-in-family, White,0,20, United-States, <=50K
56,11, Married-civ-spouse, Craft-repair, Husband, White,0,48, United-States, >50K
46,10, Married-civ-spouse, Adm-clerical, Husband, White,0,40, United-States, >50K
19,10, Never-married, Other-service, Own-child, White,0,30, United-States, <=50K
56,14, Married-civ-spouse, Prof-specialty, Husband, White,0,35, ?, >50K
31,9, Divorced, Other-service, Own-child, White,0,15, United-States, <=50K
51,14, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, >50K
17,7, Never-married, Sales, Own-child, White,0,5, United-States, <=50K
27,10, Never-married, Protective-serv, Unmarried, Asian-Pac-Islander,0,40, United-States, <=50K
30,10, Never-married, Adm-clerical, Own-child, White,0,45, United-States, <=50K
18,10, Never-married, Protective-serv, Own-child, White,0,20, United-States, <=50K
41,10, Divorced, Exec-managerial, Not-in-family, White,0,40, United-States, <=50K
40,14, Married-civ-spouse, Prof-specialty, Wife, White,0,40, United-States, >50K
35,13, Never-married, Sales, Not-in-family, White,0,50, United-States, <=50K
29,9, Never-married, Sales, Not-in-family, White,0,10, United-States, <=50K
27,13, Married-civ-spouse, Sales, Husband, White,1848,55, United-States, >50K
25,6, Never-married, Transport-moving, Not-in-family, White,0,50, United-States, <=50K
53,2, Divorced, Other-service, Unmarried, Black,0,40, Dominican-Republic, <=50K
53,13, Married-civ-spouse, Other-service, Husband, White,0,35, United-States, <=50K
26,9, Never-married, Craft-repair, Unmarried, White,0,50, United-States, <=50K
41,13, Married-civ-spouse, Prof-specialty, Husband, White,0,70, United-States, <=50K
28,9, Married-civ-spouse, Exec-managerial, Husband, White,0,70, United-States, <=50K
48,14, Separated, Prof-specialty, Not-in-family, White,0,60, United-States, <=50K
22,13, Never-married, Exec-managerial, Not-in-family, White,0,30, United-States, <=50K
40,15, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, >50K
52,13, Married-civ-spouse, Exec-managerial, Husband, White,1902,60, Cuba, >50K
53,14, Widowed, Prof-specialty, Unmarried, Black,1669,35, United-States, <=50K
40,10, Married-civ-spouse, Craft-repair, Husband, White,0,50, United-States, >50K
57,12, Divorced, Machine-op-inspct, Not-in-family, White,0,75, United-States, <=50K
53,11, Separated, Craft-repair, Not-in-family, White,0,40, Poland, <=50K
23,10, Never-married, Adm-clerical, Not-in-family, White,0,8, United-States, <=50K
31,10, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
20,5, Never-married, Handlers-cleaners, Own-child, White,0,28, United-States, <=50K
25,15, Never-married, Prof-specialty, Not-in-family, White,0,20, United-States, <=50K
37,10, Never-married, Exec-managerial, Unmarried, Black,0,40, United-States, <=50K
50,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, >50K
34,9, Married-civ-spouse, Transport-moving, Husband, White,0,35, United-States, <=50K
37,13, Married-civ-spouse, Exec-managerial, Husband, White,0,50, United-States, >50K
52,13, Married-civ-spouse, Exec-managerial, Husband, White,0,45, United-States, >50K
29,11, Married-civ-spouse, Farming-fishing, Husband, White,0,90, United-States, <=50K
49,10, Married-civ-spouse, Exec-managerial, Husband, White,1887,40, United-States, >50K
31,10, Married-civ-spouse, Other-service, Wife, White,0,40, United-States, <=50K
47,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
51,9, Married-civ-spouse, Craft-repair, Husband, White,0,70, United-States, <=50K
27,9, Married-civ-spouse, Sales, Wife, White,0,50, United-States, <=50K
23,13, Never-married, Exec-managerial, Not-in-family, White,0,40, United-States, <=50K
55,9, Married-civ-spouse, Prof-specialty, Husband, White,0,46, United-States, <=50K
28,10, Married-civ-spouse, Exec-managerial, Husband, White,0,50, United-States, >50K
31,13, Never-married, Prof-specialty, Not-in-family, White,0,40, Germany, <=50K
30,9, Never-married, Transport-moving, Own-child, Black,0,40, United-States, <=50K
23,13, Never-married, Prof-specialty, Own-child, White,0,60, United-States, <=50K
19,9, Never-married, Sales, Own-child, White,0,50, United-States, <=50K
22,10, Never-married, Sales, Own-child, White,0,25, United-States, <=50K
50,9, Divorced, Other-service, Unmarried, White,0,25, United-States, <=50K
64,9, Married-civ-spouse, ?, Husband, White,0,50, United-States, >50K
21,9, Never-married, Other-service, Own-child, White,0,35, United-States, <=50K
75,10, Widowed, Sales, Not-in-family, White,0,40, United-States, >50K
29,9, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander,0,40, Germany, <=50K
47,10, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, >50K
20,9, Never-married, Machine-op-inspct, Not-in-family, White,0,40, United-States, <=50K
33,9, Never-married, Other-service, Own-child, White,0,40, United-States, <=50K
45,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander,0,45, China, >50K
41,11, Divorced, Prof-specialty, Unmarried, White,0,43, United-States, <=50K
23,9, Never-married, Machine-op-inspct, Own-child, White,0,40, United-States, <=50K
38,13, Married-civ-spouse, Adm-clerical, Husband, White,0,50, United-States, >50K
67,10, Married-civ-spouse, Protective-serv, Husband, White,0,41, United-States, >50K
21,10, Never-married, Tech-support, Own-child, White,0,35, United-States, <=50K
38,10, Never-married, Prof-specialty, Not-in-family, White,0,45, United-States, <=50K
31,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
19,10, Never-married, ?, Own-child, White,0,40, United-States, <=50K
59,10, Married-civ-spouse, Sales, Husband, White,0,40, United-States, <=50K
36,9, Never-married, Other-service, Not-in-family, White,0,40, United-States, <=50K
50,10, Widowed, Prof-specialty, Unmarried, White,0,40, United-States, <=50K
60,6, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
30,14, Married-civ-spouse, Exec-managerial, Husband, White,0,45, United-States, >50K
28,13, Never-married, Sales, Not-in-family, White,0,50, United-States, <=50K
36,10, Married-civ-spouse, Craft-repair, Husband, White,0,60, United-States, >50K
21,10, Never-married, ?, Own-child, White,0,10, Germany, <=50K
27,9, Married-civ-spouse, Other-service, Husband, White,0,40, Poland, <=50K
18,8, Never-married, Other-service, Own-child, White,0,20, United-States, <=50K
44,10, Married-civ-spouse, Exec-managerial, Husband, White,1485,40, United-States, >50K
56,4, Married-civ-spouse, Other-service, Husband, Black,0,40, United-States, <=50K
51,13, Married-civ-spouse, Protective-serv, Husband, Black,0,40, United-States, >50K
48,13, Married-civ-spouse, Prof-specialty, Husband, White,0,45, Italy, >50K
31,11, Married-civ-spouse, Prof-specialty, Husband, White,0,45, United-States, <=50K
35,11, Never-married, Transport-moving, Not-in-family, White,0,40, United-States, <=50K
35,9, Divorced, Handlers-cleaners, Other-relative, White,0,40, United-States, <=50K
36,10, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
47,12, Married-civ-spouse, Craft-repair, Husband, White,1672,65, United-States, <=50K
23,10, Never-married, Other-service, Not-in-family, White,0,25, United-States, <=50K
21,10, Never-married, Sales, Other-relative, Black,0,20, United-States, <=50K
49,10, Separated, Exec-managerial, Unmarried, Black,0,60, United-States, <=50K
51,15, Married-civ-spouse, Prof-specialty, Husband, White,0,60, United-States, >50K
46,11, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
31,9, Married-civ-spouse, Farming-fishing, Husband, White,0,45, United-States, <=50K
27,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, <=50K
56,12, Married-civ-spouse, ?, Husband, White,0,20, United-States, <=50K
48,10, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
30,10, Divorced, Adm-clerical, Unmarried, Black,0,40, United-States, <=50K
29,13, Divorced, Prof-specialty, Not-in-family, White,0,50, United-States, <=50K
50,14, Never-married, Exec-managerial, Not-in-family, White,0,50, United-States, <=50K
18,9, Never-married, Transport-moving, Not-in-family, Black,0,35, United-States, <=50K
37,9, Married-civ-spouse, Exec-managerial, Husband, White,1902,55, United-States, >50K
51,9, Married-civ-spouse, Sales, Husband, White,0,60, United-States, >50K
31,9, Married-civ-spouse, Craft-repair, Husband, White,0,47, United-States, <=50K
29,11, Divorced, Tech-support, Not-in-family, Black,0,40, United-States, >50K
39,6, Married-civ-spouse, Craft-repair, Husband, White,2051,40, United-States, <=50K
48,10, Married-civ-spouse, Sales, Husband, Black,0,40, United-States, >50K
44,13, Married-civ-spouse, Sales, Husband, White,0,50, United-States, >50K
39,6, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, <=50K
22,7, Never-married, Handlers-cleaners, Own-child, White,0,35, United-States, <=50K
27,10, Married-civ-spouse, ?, Wife, White,0,40, United-States, >50K
42,5, Divorced, Craft-repair, Not-in-family, White,0,40, United-States, <=50K
18,9, Never-married, Sales, Own-child, White,0,33, United-States, <=50K
27,10, Married-spouse-absent, Sales, Not-in-family, White,0,25, United-States, <=50K
51,6, Separated, Machine-op-inspct, Unmarried, Black,0,40, United-States, <=50K
27,10, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, <=50K
60,7, Married-civ-spouse, Farming-fishing, Husband, White,0,50, United-States, <=50K
36,2, Married-civ-spouse, Handlers-cleaners, Husband, White,0,40, Italy, <=50K
45,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander,0,60, China, >50K
40,9, Married-civ-spouse, Sales, Husband, White,0,52, United-States, >50K
63,10, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, >50K
41,9, Married-spouse-absent, Transport-moving, Unmarried, Black,0,50, United-States, <=50K
53,8, Married-civ-spouse, ?, Wife, White,0,40, Italy, <=50K
34,9, Divorced, Transport-moving, Unmarried, White,0,48, Germany, <=50K
34,10, Married-civ-spouse, Adm-clerical, Husband, White,0,40, United-States, <=50K
31,13, Married-civ-spouse, Adm-clerical, Wife, White,0,40, United-States, >50K
22,12, Never-married, Prof-specialty, Not-in-family, White,0,15, United-States, <=50K
49,10, Married-civ-spouse, Exec-managerial, Husband, White,0,50, United-States, >50K
43,9, Married-civ-spouse, ?, Husband, White,0,35, United-States, <=50K
36,15, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, >50K
27,13, Never-married, Tech-support, Not-in-family, White,0,37, United-States, <=50K
52,9, Married-civ-spouse, Farming-fishing, Husband, White,1887,60, United-States, >50K
29,9, Married-civ-spouse, Other-service, Husband, Black,0,50, United-States, <=50K
27,6, Separated, Machine-op-inspct, Own-child, White,0,35, Mexico, <=50K
42,9, Never-married, Other-service, Not-in-family, White,0,65, United-States, <=50K
49,13, Widowed, Sales, Unmarried, White,0,40, United-States, <=50K
24,10, Never-married, Craft-repair, Unmarried, White,0,50, United-States, <=50K
22,9, Never-married, Sales, Unmarried, White,0,20, United-States, <=50K
30,13, Never-married, Sales, Unmarried, White,0,40, United-States, <=50K
28,10, Never-married, Other-service, Not-in-family, White,0,40, United-States, <=50K
20,11, Never-married, Other-service, Own-child, White,0,40, United-States, <=50K
45,15, Married-civ-spouse, Prof-specialty, Husband, White,0,43, United-States, >50K
39,9, Divorced, Sales, Not-in-family, White,0,50, United-States, >50K
43,15, Never-married, Prof-specialty, Not-in-family, White,0,66, France, <=50K
18,9, Never-married, Sales, Own-child, White,0,20, United-States, <=50K
53,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, <=50K
74,10, Married-civ-spouse, Sales, Husband, White,0,20, United-States, >50K
39,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander,0,48, Philippines, >50K
33,6, Never-married, ?, Other-relative, White,0,40, United-States, <=50K
49,9, Married-civ-spouse, Craft-repair, Husband, White,0,42, United-States, >50K
21,6, Married-civ-spouse, Handlers-cleaners, Husband, White,0,35, United-States, <=50K
65,10, Married-civ-spouse, ?, Husband, White,0,40, United-States, <=50K
39,9, Never-married, Craft-repair, Not-in-family, White,1564,50, United-States, >50K
49,11, Married-civ-spouse, Sales, Husband, White,0,25, United-States, <=50K
20,10, Never-married, ?, Own-child, White,0,40, United-States, <=50K
47,13, Married-civ-spouse, Exec-managerial, Husband, White,0,44, United-States, >50K
46,9, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, <=50K
29,11, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander,0,32, United-States, >50K
61,9, Widowed, Prof-specialty, Unmarried, White,0,16, United-States, <=50K
48,10, Divorced, Exec-managerial, Not-in-family, White,0,38, United-States, <=50K
44,5, Divorced, Craft-repair, Not-in-family, White,0,40, United-States, <=50K
37,13, Married-civ-spouse, Craft-repair, Husband, White,0,60, United-States, <=50K
45,10, Married-civ-spouse, Sales, Husband, White,1740,50, United-States, <=50K
51,13, Married-civ-spouse, Prof-specialty, Husband, White,0,45, United-States, >50K
33,13, Never-married, Exec-managerial, Not-in-family, White,0,50, United-States, <=50K
55,13, Married-civ-spouse, Prof-specialty, Wife, White,0,8, United-States, <=50K
25,10, Married-civ-spouse, Other-service, Wife, White,0,60, United-States, <=50K
26,9, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander,0,40, Philippines, <=50K
54,9, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, >50K
38,9, Never-married, Sales, Not-in-family, White,0,33, United-States, <=50K
39,14, Married-civ-spouse, Prof-specialty, Wife, White,1977,20, United-States, >50K
20,10, Never-married, Prof-specialty, Own-child, White,0,40, United-States, <=50K
30,9, Divorced, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
29,9, Divorced, Adm-clerical, Not-in-family, Other,0,45, United-States, <=50K
42,9, Divorced, Handlers-cleaners, Not-in-family, White,0,40, United-States, <=50K
24,12, Never-married, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
36,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,50, United-States, >50K
60,14, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander,0,50, South, >50K
42,9, Divorced, Farming-fishing, Not-in-family, White,0,44, United-States, <=50K
42,6, Married-civ-spouse, Craft-repair, Husband, White,0,45, United-States, <=50K
46,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White,0,40, Columbia, <=50K
52,14, Married-spouse-absent, Exec-managerial, Unmarried, White,0,44, United-States, >50K
27,11, Married-civ-spouse, ?, Husband, White,0,20, United-States, <=50K
43,10, Divorced, Adm-clerical, Unmarried, Black,0,35, United-States, <=50K
43,13, Never-married, Prof-specialty, Not-in-family, White,0,40, United-States, <=50K
27,7, Divorced, Craft-repair, Own-child, White,0,40, United-States, <=50K
52,14, Married-civ-spouse, Exec-managerial, Husband, White,0,60, United-States, >50K
31,10, Married-civ-spouse, Transport-moving, Husband, White,0,50, United-States, <=50K
38,4, Divorced, ?, Unmarried, Black,0,30, United-States, <=50K
44,5, Never-married, Other-service, Unmarried, Black,0,40, United-States, <=50K
27,10, Divorced, Prof-specialty, Own-child, White,0,40, United-States, <=50K
50,10, Divorced, Exec-managerial, Not-in-family, White,0,40, United-States, <=50K
23,10, Never-married, Tech-support, Not-in-family, White,0,40, United-States, <=50K
22,10, Never-married, Adm-clerical, Unmarried, Black,0,30, United-States, <=50K
36,10, Never-married, Exec-managerial, Unmarried, White,0,40, United-States, <=50K
24,13, Never-married, Tech-support, Not-in-family, White,0,40, United-States, <=50K
59,10, Married-civ-spouse, Sales, Husband, White,0,40, United-States, >50K
39,11, Married-civ-spouse, Craft-repair, Husband, White,0,50, United-States, >50K
23,13, Never-married, Exec-managerial, Own-child, White,0,40, United-States, <=50K
37,13, Never-married, Prof-specialty, Not-in-family, White,1340,42, United-States, <=50K
25,12, Never-married, Adm-clerical, Own-child, Black,0,38, United-States, <=50K
40,9, Married-civ-spouse, Craft-repair, Wife, White,1628,45, United-States, <=50K
38,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander,0,60, India, >50K
31,9, Married-civ-spouse, Other-service, Husband, White,0,35, United-States, <=50K
28,16, Divorced, Prof-specialty, Not-in-family, White,0,40, United-States, <=50K
24,9, Never-married, Sales, Unmarried, Black,0,25, United-States, <=50K
46,12, Married-civ-spouse, Protective-serv, Husband, White,1887,50, United-States, >50K
29,9, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander,0,40, Laos, <=50K
38,15, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, >50K
53,10, Separated, Exec-managerial, Unmarried, Black,0,40, United-States, <=50K
33,9, Married-civ-spouse, Tech-support, Wife, White,1902,40, United-States, >50K
39,13, Married-civ-spouse, Prof-specialty, Husband, Black,0,60, ?, <=50K
44,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,48, United-States, <=50K
46,13, Divorced, Prof-specialty, Not-in-family, White,0,45, England, >50K
30,13, Never-married, Sales, Own-child, White,0,40, United-States, <=50K
24,10, Married-civ-spouse, Sales, Husband, White,0,40, United-States, <=50K
29,9, Never-married, Adm-clerical, Own-child, White,0,40, United-States, <=50K
62,10, Married-civ-spouse, Exec-managerial, Husband, White,0,70, United-States, <=50K
25,9, Married-spouse-absent, Exec-managerial, Not-in-family, White,0,45, United-States, <=50K
45,10, Never-married, Other-service, Not-in-family, White,0,40, United-States, <=50K
21,10, Never-married, Craft-repair, Own-child, White,0,40, United-States, <=50K
64,10, Married-civ-spouse, Transport-moving, Husband, White,0,40, United-States, >50K
39,13, Divorced, Tech-support, Not-in-family, White,0,40, United-States, <=50K
60,9, Married-civ-spouse, Sales, Husband, White,0,40, United-States, <=50K
35,9, Never-married, Tech-support, Not-in-family, White,0,40, United-States, <=50K
27,13, Never-married, Tech-support, Not-in-family, White,0,40, United-States, <=50K
41,9, Divorced, Craft-repair, Own-child, White,0,40, United-States, <=50K
32,14, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, <=50K
24,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
32,13, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, >50K
42,10, Married-civ-spouse, Exec-managerial, Husband, White,0,45, United-States, >50K
58,14, Widowed, Sales, Not-in-family, White,0,27, United-States, <=50K
23,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander,1887,50, India, >50K
31,9, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo,0,40, United-States, <=50K
28,13, Never-married, Exec-managerial, Unmarried, Black,0,45, ?, <=50K
41,10, Widowed, ?, Unmarried, Black,0,20, United-States, <=50K
37,13, Married-civ-spouse, Prof-specialty, Wife, White,0,16, United-States, >50K
19,9, Never-married, Sales, Own-child, White,0,38, United-States, <=50K
27,13, Never-married, Prof-specialty, Not-in-family, White,0,20, United-States, <=50K
61,5, Married-civ-spouse, Sales, Husband, White,0,58, United-States, >50K
39,13, Married-civ-spouse, Prof-specialty, Husband, White,0,45, United-States, >50K
25,13, Never-married, Handlers-cleaners, Unmarried, Black,0,40, United-States, <=50K
58,10, Married-civ-spouse, Sales, Husband, White,0,40, United-States, >50K
27,10, Married-civ-spouse, Transport-moving, Other-relative, Other,0,50, Ecuador, >50K
51,3, Married-civ-spouse, Handlers-cleaners, Husband, Black,0,52, United-States, <=50K
43,14, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, >50K
46,9, Divorced, Adm-clerical, Unmarried, White,0,40, United-States, <=50K
67,3, Married-civ-spouse, ?, Husband, White,0,40, United-States, <=50K
50,9, Married-civ-spouse, Handlers-cleaners, Husband, White,0,40, United-States, <=50K
20,9, Never-married, Handlers-cleaners, Own-child, White,0,15, United-States, <=50K
35,13, Widowed, Prof-specialty, Unmarried, White,0,32, United-States, >50K
57,2, Married-civ-spouse, Handlers-cleaners, Husband, White,0,40, Italy, <=50K
40,15, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander,0,40, Philippines, <=50K
42,6, Never-married, Farming-fishing, Unmarried, White,0,35, United-States, <=50K
67,6, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
47,13, Married-civ-spouse, Machine-op-inspct, Husband, White,0,44, United-States, >50K
30,9, Never-married, Handlers-cleaners, Not-in-family, White,0,50, United-States, <=50K
26,7, Never-married, Machine-op-inspct, Unmarried, White,0,15, United-States, <=50K
51,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
38,10, Widowed, Other-service, Other-relative, Black,0,45, Haiti, <=50K
24,9, Married-civ-spouse, Handlers-cleaners, Own-child, White,0,35, United-States, <=50K
48,9, Married-civ-spouse, Sales, Wife, White,0,50, United-States, <=50K
34,13, Married-civ-spouse, Tech-support, Own-child, White,0,25, ?, >50K
70,13, Married-civ-spouse, Handlers-cleaners, Husband, White,0,40, United-States, >50K
35,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
61,14, Married-civ-spouse, ?, Husband, White,0,2, United-States, >50K
26,10, Married-civ-spouse, Craft-repair, Husband, White,0,45, United-States, >50K
64,9, Never-married, Exec-managerial, Not-in-family, White,0,3, United-States, <=50K
26,9, Never-married, Adm-clerical, Unmarried, White,0,35, United-States, <=50K
39,9, Married-civ-spouse, Transport-moving, Husband, White,0,30, United-States, <=50K
55,10, Never-married, Adm-clerical, Own-child, White,0,36, United-States, <=50K
23,10, Never-married, Exec-managerial, Not-in-family, White,0,45, ?, <=50K
33,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
31,13, Married-civ-spouse, Exec-managerial, Husband, White,0,55, United-States, >50K
28,9, Never-married, Adm-clerical, Other-relative, White,0,20, United-States, <=50K
50,14, Married-civ-spouse, Machine-op-inspct, Husband, White,0,30, United-States, <=50K
26,13, Married-civ-spouse, Prof-specialty, Wife, White,0,55, United-States, >50K
44,12, Divorced, Adm-clerical, Not-in-family, Black,1741,40, United-States, <=50K
51,9, Married-spouse-absent, Craft-repair, Not-in-family, White,0,40, United-States, <=50K
34,9, Married-civ-spouse, Other-service, Husband, White,0,50, United-States, <=50K
37,13, Married-civ-spouse, Prof-specialty, Husband, White,0,39, United-States, >50K
29,15, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, >50K
24,13, Never-married, Prof-specialty, Not-in-family, Black,0,40, United-States, <=50K
27,11, Divorced, Adm-clerical, Unmarried, White,0,40, United-States, <=50K
44,10, Married-civ-spouse, Craft-repair, Husband, White,0,45, United-States, <=50K
24,9, Never-married, Machine-op-inspct, Not-in-family, White,0,40, United-States, <=50K
54,9, Married-civ-spouse, Exec-managerial, Husband, White,0,55, United-States, >50K
47,10, Separated, Adm-clerical, Unmarried, White,0,50, United-States, >50K
30,9, Never-married, Other-service, Not-in-family, White,0,30, United-States, <=50K
35,10, Divorced, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
39,10, Married-civ-spouse, Adm-clerical, Husband, Black,0,40, United-States, <=50K
42,12, Separated, Adm-clerical, Unmarried, Black,0,40, United-States, <=50K
70,13, Married-civ-spouse, Exec-managerial, Husband, White,2377,50, United-States, >50K
41,15, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander,0,40, Philippines, <=50K
36,9, Never-married, Exec-managerial, Not-in-family, White,0,38, United-States, <=50K
44,14, Married-civ-spouse, Prof-specialty, Husband, White,0,42, United-States, >50K
42,9, Separated, ?, Unmarried, White,0,40, United-States, <=50K
20,10, Never-married, Transport-moving, Own-child, White,0,17, United-States, <=50K
29,6, Never-married, Prof-specialty, Not-in-family, White,0,40, United-States, <=50K
27,9, Married-civ-spouse, Tech-support, Wife, White,0,40, United-States, <=50K
30,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander,0,40, United-States, >50K
59,10, Married-civ-spouse, Farming-fishing, Husband, White,1579,60, United-States, <=50K
31,13, Never-married, Other-service, Not-in-family, White,0,25, United-States, <=50K
21,9, Never-married, Other-service, Other-relative, White,0,40, Mexico, <=50K
26,10, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander,0,37, Taiwan, <=50K
57,9, Married-civ-spouse, Sales, Husband, White,0,45, United-States, >50K
59,10, Married-civ-spouse, Craft-repair, Husband, White,0,20, United-States, >50K
87,9, Widowed, ?, Not-in-family, White,0,2, United-States, <=50K
25,10, Never-married, Transport-moving, Not-in-family, White,0,55, United-States, <=50K
39,14, Married-civ-spouse, Prof-specialty, Husband, White,0,45, United-States, >50K
53,14, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, >50K
32,9, Never-married, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
38,7, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
21,11, Never-married, Adm-clerical, Unmarried, Black,0,35, United-States, <=50K
17,7, Never-married, Handlers-cleaners, Own-child, White,0,30, United-States, <=50K
44,7, Never-married, Machine-op-inspct, Unmarried, Black,0,40, United-States, <=50K
23,10, Never-married, Handlers-cleaners, Own-child, White,0,20, United-States, <=50K
57,10, Married-civ-spouse, Craft-repair, Wife, White,0,40, United-States, >50K
30,7, Married-civ-spouse, Transport-moving, Husband, White,0,40, United-States, <=50K
51,9, Married-civ-spouse, Farming-fishing, Husband, White,0,55, United-States, <=50K
54,9, Married-civ-spouse, Craft-repair, Husband, White,0,35, United-States, <=50K
44,10, Divorced, Adm-clerical, Not-in-family, White,0,40, Germany, <=50K
60,10, Married-civ-spouse, Protective-serv, Husband, White,0,16, United-States, >50K
28,13, Married-civ-spouse, Sales, Husband, White,0,42, United-States, >50K
39,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,50, United-States, >50K
55,14, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, >50K
36,14, Married-civ-spouse, Prof-specialty, Wife, White,0,50, United-States, >50K
55,14, Married-civ-spouse, Prof-specialty, Wife, White,0,45, United-States, >50K
33,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,55, United-States, >50K
30,9, Married-civ-spouse, Adm-clerical, Wife, White,0,40, United-States, >50K
40,13, Married-civ-spouse, Prof-specialty, Husband, White,0,20, United-States, <=50K
30,14, Married-civ-spouse, Exec-managerial, Husband, White,0,50, United-States, >50K
40,10, Divorced, Tech-support, Not-in-family, White,0,30, Guatemala, >50K
24,9, Never-married, Transport-moving, Not-in-family, White,0,50, United-States, <=50K
18,7, Never-married, Sales, Own-child, White,0,20, United-States, <=50K
18,9, Never-married, Handlers-cleaners, Own-child, White,0,25, United-States, <=50K
49,9, Married-civ-spouse, Craft-repair, Husband, White,0,45, United-States, >50K
42,9, Married-civ-spouse, Craft-repair, Husband, White,0,50, United-States, <=50K
28,9, Married-civ-spouse, Handlers-cleaners, Husband, White,0,40, United-States, <=50K
32,12, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
48,10, Separated, Sales, Unmarried, White,0,50, United-States, <=50K
24,4, Never-married, Priv-house-serv, Own-child, White,0,32, El-Salvador, <=50K
73,9, Married-civ-spouse, Sales, Wife, White,0,25, United-States, <=50K
35,14, Married-civ-spouse, Prof-specialty, Husband, Black,0,40, ?, >50K
23,10, Married-civ-spouse, Transport-moving, Husband, White,0,60, United-States, >50K
19,10, Never-married, Priv-house-serv, Not-in-family, White,0,40, United-States, <=50K
27,9, Married-civ-spouse, Sales, Husband, White,0,35, Mexico, <=50K
27,8, Never-married, Other-service, Not-in-family, White,0,40, United-States, <=50K
41,15, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, >50K
