Unnamed: 0,X1,X3,X4,X6,X7,X9,X10,X11,X12,X13,X15,X17,X19,X20,X23
23573,360000,2,1,-2,-2,-2,-2,-2,8736,969,9852,1765,6120,9901,2111
23574,300000,2,1,-2,-2,-2,-2,-2,2022,537,656,502,142,656,142
23575,150000,2,2,-2,-2,-2,-2,-2,0,0,22131,1596,596,22131,4617
23576,210000,1,1,-2,-2,-2,-2,-2,-81,-81,-81,-81,0,0,0
23577,280000,1,1,-2,-2,-2,-2,-2,1397,0,0,350,136,0,297
23578,230000,2,1,-2,-2,-2,-1,0,14029,9035,6667,8654,12039,6700,8910
23579,360000,2,2,0,0,0,0,0,292725,296679,303398,289457,11115,10700,9910
23580,230000,2,1,-1,-1,0,0,0,1215,225,6560,0,5703,1000,7790
23581,450000,2,1,-2,-2,-2,-2,-2,8521,15934,8331,10455,7299,8364,7268
23582,240000,1,2,2,0,0,0,0,5488,1788,3750,-10,1090,1000,0
23583,300000,1,2,-1,-1,-2,-2,-2,5770,0,0,0,0,0,0
23584,240000,2,1,0,0,0,0,0,197231,185901,193018,179309,7000,7000,6230
23585,230000,2,1,-1,0,0,0,0,1054,2869,2622,7446,3000,2000,3000
23586,230000,1,2,-1,-1,-1,0,0,12731,6684,28540,46213,15000,29000,5000
23587,240000,2,1,-1,-1,-1,-1,-1,3204,4888,1197,0,0,1197,5252
23588,160000,1,2,-2,-2,-2,-2,-2,0,300,0,0,0,0,0
23589,360000,5,1,-1,-1,-1,0,-1,3102,552,7731,799,31051,7731,3238
23590,160000,1,1,0,0,0,0,0,169867,126973,88783,78656,92532,2859,2584
23591,10000,2,1,0,0,0,0,0,8710,9601,7637,4877,1172,1000,3000
23592,430000,1,2,-1,-1,-1,-1,-1,590,590,590,590,590,590,590
23593,80000,1,1,1,2,2,0,0,21340,22389,22349,23331,1280,0,30331
23594,310000,1,1,-1,-1,-1,0,0,3803,678,9080,4940,3072,9100,1676
23595,150000,3,1,0,0,0,0,-2,20934,21364,21715,0,1500,1000,0
23596,200000,2,1,0,0,-1,-1,-2,2893,0,2059,0,230,2059,0
23597,210000,1,1,-1,-1,-1,-1,0,360,360,722,360,1234,722,2388
23598,400000,2,2,-2,-2,-2,-2,-2,15000,18400,492,7626,15000,492,3000
23599,80000,2,1,-1,-1,-1,-1,-1,2667,2035,1729,9628,32194,1729,16059
23600,160000,2,1,-1,0,0,0,0,34186,35186,36382,38034,1895,1606,1600
23601,170000,2,1,-1,-1,-1,-1,-1,17914,1253,1459,1163,4427,1459,2821
23602,240000,2,1,-2,-2,-2,-2,-2,5366,-34,611,4583,6945,614,6242
23603,300000,2,1,2,2,0,0,0,279065,273067,283920,246560,10638,10569,9960
23604,90000,2,1,2,2,-1,-1,-1,1654,827,2040,1292,827,2040,1378
23605,180000,2,1,-1,-1,-1,-1,-1,11285,11781,8401,429,13694,8401,946
23606,210000,2,1,-1,-1,-1,-1,-1,1417,-3,12816,102,358,12816,210
23607,300000,1,1,1,-2,-2,-1,3,-694,-694,0,394,694,0,0
23608,240000,1,2,3,2,2,2,2,164691,167489,173033,179707,7000,7000,7000
23609,170000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
23610,50000,1,2,0,0,-1,0,0,43886,50411,857,4741,7026,1000,1000
23611,50000,2,1,0,0,0,0,0,45989,47302,47763,49015,2109,2049,1882
23612,230000,1,2,-1,-1,-2,-2,-2,900,1945,0,0,0,0,1720
23613,310000,1,1,0,0,0,0,0,270776,263983,186680,107595,8054,7037,2011
23614,150000,3,2,1,-1,-1,-1,-2,0,200,1201,0,708,1201,0
23615,200000,1,2,-2,-1,-1,-1,-1,0,185,0,1348,1916,0,1000
23616,80000,2,2,2,2,0,0,0,129966,123747,94318,57324,0,3659,2152
23617,500000,1,1,-2,-2,-2,-2,-2,6757,9505,11345,67206,12176,11564,8602
23618,20000,2,1,0,0,2,2,2,15379,17802,18608,19155,2000,0,1600
23619,20000,3,1,0,0,2,2,2,11691,14179,15518,16925,0,2088,0
23620,150000,1,2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
23621,100000,5,2,0,0,0,0,-1,91674,91348,23181,3219,3811,3002,1864
23622,210000,3,1,-2,-2,-2,-2,-2,11771,13462,0,14793,17706,0,7376
23623,300000,2,1,1,-2,-2,-2,-2,0,0,0,0,0,0,0
23624,80000,2,2,1,2,2,2,2,7604,7320,150,650,150,0,500
23625,410000,1,2,0,0,0,0,0,134072,133604,135954,129971,15877,30000,27380
23626,90000,3,1,0,0,0,0,0,79642,79001,18982,19608,19789,1295,1000
23627,270000,2,1,0,0,0,0,0,135068,102743,97583,94824,7000,4049,0
23628,360000,2,1,0,0,0,0,0,270553,255348,260025,130705,12500,12500,5200
23629,230000,3,1,0,0,0,0,0,67810,61602,49242,51125,1823,1771,2026
23630,150000,2,2,0,0,-2,-2,-1,97066,95040,0,217,0,0,2972
23631,150000,2,2,2,2,0,0,0,168179,159008,155109,156636,5684,5538,0
23632,350000,2,1,-2,-2,-2,-2,-1,2124,3027,4590,430,2460,4616,430
23633,210000,3,2,-1,-1,-2,-2,-2,7605,1170,0,0,0,0,3015
23634,130000,3,1,0,0,0,0,0,40331,43929,47018,49737,3390,3000,3000
23635,500000,1,1,-2,-2,-2,-2,-2,27936,2305,5714,3663,9083,6105,8110
23636,280000,2,1,2,-1,0,0,0,9511,35852,75016,27383,1467,1200,0
23637,450000,1,1,-2,-2,-2,-2,-2,8494,24178,118852,26518,5318,118877,3575
23638,200000,2,2,0,0,0,0,0,120343,121198,136629,142269,4593,14955,5349
23639,290000,2,1,0,0,0,-1,0,53437,44037,7371,41955,1200,2033,188423
23640,170000,2,1,1,-2,-2,-2,-2,0,0,0,0,0,0,0
23641,380000,2,1,0,0,0,0,0,307388,280090,252496,238051,9190,9000,8000
23642,180000,1,2,1,-2,-2,-2,-2,-18,-18,-18,-18,0,0,0
23643,280000,1,2,-1,-1,-1,-1,-1,6494,28723,3472,10237,9432,3472,12129
23644,200000,2,1,-2,-2,-2,-2,-2,2167,9003,7066,12191,1301,7070,4760
23645,220000,2,1,1,-2,-2,-2,-2,8359,14447,6495,5503,6835,6535,10026
23646,240000,1,1,2,2,2,2,2,107425,109678,112626,116315,5500,4000,4500
23647,470000,2,2,-2,-2,-2,-2,-2,5631,404,-3,0,0,0,2090
23648,280000,1,2,0,-1,-1,-1,-1,10089,38936,4858,8925,8069,5005,7678
23649,200000,1,2,-2,-2,-2,-2,-2,-109,-109,-109,-109,0,0,0
23650,20000,3,1,1,2,0,0,2,8131,9042,9916,10400,0,1316,0
23651,20000,2,2,0,0,0,0,0,18649,19727,20199,19957,2000,1200,0
23652,290000,1,2,-1,-1,-1,0,-1,1915,6136,28642,19024,0,28642,0
23653,20000,1,1,1,-2,2,2,-2,-113,-113,10413,-245,11000,0,5100
23654,150000,1,1,-2,-2,-2,-2,-2,1544,463,21640,4346,1481,21643,0
23655,160000,2,1,-2,-2,-2,-2,-2,-20,-20,2935,14129,3660,3135,1500
23656,360000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
23657,160000,2,1,1,2,0,0,0,99496,97013,102250,104901,3879,5459,8256
23658,400000,1,1,0,0,0,0,0,229714,222726,131433,122492,8000,4553,3864
23659,180000,2,2,0,0,2,2,-1,14222,14701,13137,2293,2902,3047,2000
23660,120000,2,1,0,0,0,0,0,111441,113869,111978,114969,5498,5500,5012
23661,200000,2,2,-2,-2,-2,-2,-2,1502,3806,4573,0,0,4573,3239
23662,210000,1,1,-1,-1,-1,-1,-1,5907,2615,5357,0,1220,5357,0
23663,70000,3,1,2,2,2,2,2,62775,64139,65945,68549,3000,2100,800
23664,110000,2,1,0,0,0,0,0,195437,176420,39854,-1288,10000,5048,52000
23665,30000,3,2,2,2,0,0,2,11652,12461,12981,14367,0,1214,0
23666,40000,3,1,-1,-1,0,-1,-1,50,1850,1875,0,0,1000,0
23667,310000,1,1,-1,2,-1,-1,0,3640,1094,5202,11673,9453,5206,16563
23668,200000,2,1,-1,-1,-1,-1,-1,5592,0,1623,849,1306,1679,1264
23669,230000,2,1,0,0,-2,-2,-2,24510,0,0,0,0,0,0
23670,450000,1,1,-2,-2,-2,-2,-2,3485,2989,4714,1069,2289,4737,370
23671,80000,2,2,0,0,2,0,0,40570,41873,43671,47421,4100,0,0
23672,210000,2,2,0,0,0,0,0,209781,180962,159975,112371,6601,5085,27704
23673,130000,2,3,-1,-1,2,0,0,1778,0,109,0,109,0,0
23674,500000,1,1,-2,-1,-1,-1,-1,1088,4007,14557,58052,10021,14576,37616
23675,180000,2,1,-1,2,-1,0,0,7098,4089,8941,5181,0,8941,0
23676,340000,1,1,1,-1,-1,-1,-1,0,544,717,10911,4881,717,10226
23677,450000,1,2,0,-1,-1,-1,-1,37070,17596,0,5212,24965,0,535
23678,80000,3,1,0,0,0,0,0,61267,61300,58759,56534,2226,2004,2057
23679,150000,3,2,-1,-1,-1,-1,-1,2934,2843,2130,2470,1445,2288,1073
23680,210000,1,1,1,-2,-2,-2,-2,0,0,0,0,0,0,0
23681,380000,2,2,0,0,0,0,0,250755,212839,165476,117726,7032,7986,9335
23682,400000,2,1,0,0,0,0,0,43405,39802,39907,35969,15000,10000,20000
23683,80000,3,1,-2,-2,-2,-2,-2,210,-2,-1,0,928,0,0
23684,240000,1,1,-2,-2,-2,-2,-2,2771,4756,4708,2407,3496,4708,1576
23685,120000,2,1,0,0,0,0,0,118492,119637,75558,44749,4474,2647,1500
23686,60000,3,1,0,0,0,0,0,59471,59021,38140,27719,1940,1477,1261
23687,360000,1,2,0,-1,0,0,-1,132387,11590,67357,27399,70579,10022,71429
23688,50000,2,1,2,2,2,2,2,27525,28669,30097,31229,650,2300,0
23689,360000,3,1,-1,-1,-1,-1,-1,846,1831,0,0,2776,0,2103
23690,30000,3,1,0,0,2,2,0,22373,25363,21422,16527,1400,1000,488
23691,500000,1,1,-2,-2,-1,-1,-1,1200,0,4053,4487,3609,4053,638
23692,20000,2,1,3,2,2,2,2,6329,8488,7931,8514,0,0,500
23693,90000,2,1,-1,-1,-1,-1,-1,1160,4701,6556,4808,13882,6556,3131
23694,80000,3,1,0,0,0,0,0,59838,63860,48444,45412,5000,4000,2200
23695,100000,3,2,1,2,2,0,0,66212,64021,61417,58212,6700,60,2300
23696,120000,1,1,0,0,-1,0,0,82865,82741,60584,55572,1258,60584,0
23697,100000,3,3,1,-2,-2,-2,-2,0,0,0,0,0,0,0
23698,150000,2,1,0,0,0,0,0,146018,147598,149709,108623,7600,6000,4300
23699,10000,2,1,1,2,0,0,0,9151,8855,8637,8995,1133,1144,363
23700,50000,3,1,1,-2,-1,-1,-1,0,0,831,658,0,831,0
23701,490000,1,1,-2,-2,-2,-2,-2,1700,8913,400,6205,0,400,2025
23702,50000,3,2,0,0,0,0,0,47670,48447,48497,19329,2000,20567,1000
23703,340000,2,1,-1,-1,-1,-1,-1,16729,8942,20793,4614,10321,20793,7005
23704,240000,3,1,0,0,0,0,0,225614,232072,171051,179754,8000,30000,20000
23705,50000,3,1,2,2,2,2,2,40926,43236,46003,44838,3000,1800,2300
23706,500000,2,1,0,0,2,0,0,290301,296479,306438,293489,15000,10000,11000
23707,410000,2,1,0,0,0,0,0,249152,246659,246011,213767,11000,10000,8000
23708,280000,2,1,0,0,0,0,0,22715,37818,30164,7164,17,3364,0
23709,240000,2,2,0,0,0,0,0,230026,239796,196471,161867,12000,7000,6205
23710,20000,1,2,0,0,0,0,0,17016,17909,18761,10674,1737,1200,0
23711,100000,2,1,2,2,2,2,2,44400,47439,49285,51228,2000,2000,0
23712,290000,2,1,0,0,0,0,0,276377,282814,203517,212674,13000,8000,4000
23713,100000,3,2,0,0,2,0,0,82397,84027,86369,89681,7500,0,4000
23714,270000,2,1,-1,-1,-1,-1,-1,157,0,5145,6374,2521,5184,0
23715,80000,3,2,0,0,0,0,0,78312,77359,76526,28783,3500,1959,1482
23716,280000,1,1,4,3,2,2,2,127928,127530,131222,135654,6000,4500,5000
23717,30000,3,1,1,-2,-2,-1,0,-190,-760,-760,760,0,0,0
23718,90000,3,1,0,0,0,0,0,88363,87235,78994,48987,4000,2602,2000
23719,600000,1,1,-2,-2,-2,-2,-2,84300,27446,0,83034,0,0,0
23720,70000,3,1,0,0,0,0,0,37717,38744,39489,11835,2449,2400,500
23721,270000,3,1,-2,-2,-2,-2,-2,936,1188,795,1251,2078,795,2267
23722,260000,3,1,0,0,0,0,0,258885,261183,238614,195771,11000,13067,11488
23723,50000,3,1,0,0,-2,-2,-2,25775,0,0,0,0,0,0
23724,50000,3,1,0,0,0,0,0,48549,49180,8731,9261,2290,1500,2000
23725,70000,3,2,0,0,0,0,0,103570,105991,67533,29253,2777,1751,938
23726,210000,3,1,-1,-1,-1,0,0,3857,0,95438,98400,0,95438,3998
23727,330000,3,1,-1,-1,-2,-2,-1,2064,0,0,324,0,0,0
23728,200000,2,1,0,0,0,0,0,288015,148160,251331,54705,9746,155858,1938
23729,220000,1,1,-2,-2,-2,-2,-2,3315,2625,1917,709,4863,1917,1195
23730,50000,3,1,0,0,0,0,0,11463,12763,15162,15788,1600,1252,747
23731,20000,2,1,0,0,0,0,0,19594,19502,20290,19665,1700,1500,1000
23732,30000,2,2,-1,-1,0,0,0,356,15666,7380,10000,2000,2000,0
23733,280000,2,1,2,0,0,0,0,284128,284204,283396,213384,10261,17003,7861
23734,60000,3,1,0,0,0,0,0,57974,57637,57097,58325,2648,2050,1968
23735,200000,3,1,0,0,0,0,0,8413,8611,21813,29890,8000,10000,4686
23736,230000,2,2,0,0,0,0,0,213457,226037,219016,163690,10000,10000,10000
23737,230000,1,1,-2,-2,-2,-2,-1,0,0,0,496,0,0,496
23738,100000,3,1,0,0,0,0,0,62049,58158,58627,43176,2900,2408,2040
23739,80000,2,1,0,0,0,0,0,83888,83503,81974,78343,3000,3500,3300
23740,80000,2,2,0,0,0,0,-1,80106,43289,12883,45966,1500,1000,1700
23741,70000,2,1,0,0,0,0,0,18379,19571,24346,25539,3500,2000,1500
23742,200000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
23743,20000,2,1,2,2,2,0,0,17612,18820,18701,18501,1500,0,1000
23744,200000,2,1,-2,-1,0,-1,0,3414,6640,10234,7532,1025,10249,2261
23745,50000,2,1,0,0,0,0,0,23605,27856,15511,19761,3386,5411,3866
23746,360000,2,1,1,-2,-2,-2,-2,0,0,0,0,0,0,207
23747,200000,3,2,-1,-1,-1,-1,-1,1801,181,5711,6719,4126,5711,150
23748,90000,2,1,2,2,0,0,0,83040,81998,80890,33049,4003,3000,2000
23749,50000,3,2,0,0,0,2,2,50761,50185,31495,29556,2600,6000,1300
23750,400000,2,1,0,0,0,0,0,352730,335226,319004,314106,15012,13000,12000
23751,110000,3,1,0,0,0,0,0,105476,109153,105290,78503,5007,5290,8200
23752,50000,3,1,1,2,2,0,0,24135,23454,26026,29729,4000,0,0
23753,500000,1,1,1,-1,-1,0,0,-1,33982,9441,19267,37311,9442,95478
23754,150000,3,1,-2,-2,-2,-2,-2,0,0,0,0,500,0,0
23755,300000,4,1,1,-2,-2,-2,-2,0,0,0,0,1702,0,0
23756,50000,2,1,0,0,0,0,0,48703,48836,47060,18624,2000,2000,1000
23757,300000,1,1,-1,-1,-1,-1,-1,12982,10114,34010,64741,10217,34039,39441
23758,290000,2,1,0,0,0,0,0,282538,281749,86202,84927,12915,2962,3257
23759,500000,2,1,0,0,0,0,0,588000,277559,281810,269552,36500,20000,80013
23760,140000,3,1,-1,2,-1,-1,-1,845,845,0,0,1690,0,845
23761,350000,5,1,1,-2,-2,-2,-2,0,36011,11925,5417,8978,11975,1828
23762,180000,2,2,0,0,0,0,0,56677,35062,32627,26984,1600,1500,1000
23763,390000,1,1,1,-1,-1,-1,-1,0,5660,9526,2680,3730,9526,200
23764,50000,1,2,-1,0,0,0,-1,28594,33080,23340,31031,3000,1000,0
23765,50000,1,2,0,0,0,0,0,43273,44652,47896,48002,2795,2750,1159
23766,150000,1,2,0,0,0,0,0,126810,58955,36796,23126,13003,15000,3000
23767,200000,1,1,-1,-1,-1,-2,-2,413,0,0,0,103,0,225
23768,180000,1,2,-2,-2,-2,-2,-2,-1580,-1580,-1580,-1580,0,0,0
23769,50000,2,1,0,0,2,0,0,12699,13734,17053,18563,4147,0,0
23770,110000,1,1,0,0,0,0,0,103701,102318,94573,66241,3656,3687,2427
23771,310000,2,1,0,0,0,0,0,113529,116101,119583,99114,6000,5005,3000
23772,80000,3,2,0,0,0,0,0,37298,19025,14169,1664,3000,2030,839
23773,80000,3,1,0,0,0,0,0,55498,56368,24500,29400,2000,1600,600
23774,240000,1,1,-2,-2,-1,-2,-2,0,0,-40,8091,2007,40,0
23775,210000,2,1,-2,-2,-2,-2,-2,0,0,225,0,0,225,0
23776,30000,2,2,0,0,0,0,0,25416,26260,23631,29369,1602,1563,500
23777,80000,1,1,0,0,0,0,0,34243,35240,37290,38838,1605,1620,1500
23778,70000,3,1,2,2,2,2,2,19954,21024,21142,24930,1400,0,1340
23779,50000,3,2,1,-2,-2,-2,-2,0,0,0,0,0,0,0
23780,180000,3,1,-2,-2,-2,-2,-2,18084,1703,21325,856,3697,21330,16934
23781,160000,2,1,-2,-2,-2,-2,-2,16060,1605,2461,0,4200,2461,230
23782,20000,3,1,2,0,0,0,0,15887,16895,19020,19000,1759,1400,0
23783,180000,1,1,1,-2,-2,-2,-2,0,0,0,0,0,0,0
23784,30000,2,3,0,0,0,0,0,26302,26873,27074,12500,1719,1613,0
23785,210000,2,1,-1,-1,-1,-1,-1,25487,6655,18543,1334,6359,18543,3864
23786,120000,3,1,1,-2,2,0,0,-150,-150,7029,7338,7492,0,16000
23787,20000,3,1,1,2,0,0,0,15399,14859,17033,19635,1600,1700,0
23788,30000,2,1,1,2,-1,-1,2,10440,9972,6342,1731,16101,6342,5517
23789,50000,3,1,1,2,0,0,0,51254,49852,15988,17446,6200,2000,1000
23790,20000,3,1,1,-1,-1,-2,-2,0,780,-50,-1660,340,0,0
23791,120000,2,1,-2,-2,-2,-2,-2,0,644,0,0,377,0,0
23792,70000,2,1,2,2,0,0,0,70457,73562,70579,34701,0,3075,1626
23793,50000,2,1,0,0,0,0,0,50182,41207,18538,17833,1700,1500,1000
23794,20000,2,1,1,2,0,0,0,19127,16943,19000,19600,2000,1400,0
23795,310000,3,1,-2,-2,-2,-2,-2,1126,2603,1184,193,0,1190,3189
23796,120000,2,1,0,0,0,0,0,123270,122736,123123,121296,6500,6500,5000
23797,360000,3,1,0,0,0,0,0,366484,365469,365927,303097,15861,13600,9515
23798,240000,3,2,-1,0,0,2,0,1271,4241,10041,13540,3000,3000,3000
23799,500000,3,2,-2,-2,-2,-2,-2,0,0,0,1150,0,0,0
23800,500000,2,1,-1,-1,-1,-1,0,10789,7855,12021,122256,17512,12021,37380
23801,240000,1,1,-1,0,-2,-2,-1,80199,82300,0,21585,0,0,0
23802,200000,2,1,-2,-2,-2,-2,-2,2155,0,4990,676,1750,4990,2158
23803,30000,3,1,2,2,0,0,0,26590,25869,27529,24576,1800,1370,836
23804,130000,3,1,0,0,0,0,0,108711,107996,47175,49234,4542,2200,2000
23805,80000,3,1,0,0,-1,-1,-1,55070,57863,773,57071,7450,5000,15000
23806,150000,2,1,0,0,0,0,0,71776,72909,77865,80607,2413,3776,2500
23807,530000,1,1,-2,-2,-2,-2,-2,6458,5598,3288,448,36532,3293,1687
23808,210000,1,1,0,0,0,0,0,180227,186423,172297,182399,8000,7000,9000
23809,30000,2,3,1,-2,-2,-1,0,0,0,0,20819,0,0,4000
23810,410000,2,1,0,0,0,0,0,358896,361330,367893,383121,13100,13500,15000
23811,240000,2,1,-2,-2,-2,-2,-2,664,1086,12208,2009,7041,12208,1077
23812,50000,1,2,3,2,0,-2,-2,60458,54438,0,0,1100,0,0
23813,200000,3,1,0,0,0,0,0,187610,188072,159513,151996,17014,15019,10000
23814,70000,2,2,0,0,0,0,0,57867,53214,42413,43843,2230,2004,1598
23815,140000,3,2,0,0,0,0,0,68889,68662,56271,54247,3014,2606,2629
23816,320000,3,2,-1,-1,0,0,0,54661,183429,299996,308110,203849,22080,0
23817,50000,3,1,0,0,0,0,-2,46138,47164,37280,18602,2400,1000,500
23818,500000,2,2,-1,-1,0,0,0,588,2393,5453,1269,5308,1000,1557
23819,300000,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
23820,400000,1,1,1,-2,-2,-2,-2,-9,1084,0,0,3884,0,56677
23821,170000,2,2,0,-1,-1,-1,-1,1606,1420,1420,3464,1420,1420,1420
23822,60000,3,1,2,0,0,0,0,61349,61600,60661,17636,3300,2000,21500
23823,120000,1,1,-1,-1,2,0,0,632,948,632,316,0,0,466
23824,210000,1,2,-1,-1,-1,-1,-1,1561,0,806,0,0,806,1315
23825,50000,3,1,0,0,0,0,0,45096,28907,29104,29440,1508,1502,4500
23826,30000,2,2,0,0,2,2,2,22473,25293,27964,29800,1,3801,0
23827,130000,2,1,0,0,0,0,0,124619,128845,94390,93112,6000,5000,4000
23828,280000,2,1,2,2,2,0,0,106341,108711,108253,111447,6000,0,4300
23829,240000,1,1,-2,-2,-1,-1,-1,4302,542,6630,7658,3953,6646,4208
23830,240000,3,1,0,0,0,0,0,242152,237635,212879,188850,8000,7000,7000
23831,270000,2,1,-1,-1,0,-1,-1,7582,10392,6045,4003,11586,6013,5000
23832,500000,1,1,-2,-2,-2,-2,-2,9534,9164,20348,9697,9961,20390,13021
23833,170000,3,2,0,0,0,0,0,161858,162402,159700,77047,6500,5000,2500
23834,80000,3,1,2,3,2,2,0,2684,2502,4247,3242,0,2001,23076
23835,280000,3,1,0,0,2,0,0,4866,4405,7043,9654,3000,0,2000
23836,110000,1,1,-1,-1,-1,-1,-2,1865,0,1930,-170,0,1930,0
23837,250000,1,1,-1,-1,-1,0,-1,390,1090,2855,2950,390,2855,0
23838,360000,2,2,0,0,0,0,0,217936,202845,165622,156851,7992,5627,5445
23839,50000,3,3,0,0,0,0,0,49326,50302,48816,18406,2100,1500,600
23840,280000,2,1,-1,-1,-1,0,-1,7640,9369,12610,9380,12277,12610,2098
23841,500000,2,1,0,0,0,0,0,455977,397418,375931,354019,13691,12692,10032
23842,260000,3,1,0,0,0,0,0,225028,188891,178214,186144,6500,6500,7500
23843,250000,2,1,-2,-2,-2,-2,-1,1376,4038,316,993,313,316,3039
23844,140000,3,1,0,0,0,0,0,141342,137996,126590,111414,5962,4878,4003
23845,180000,1,1,1,-2,-2,-2,-2,0,0,0,0,0,0,0
23846,190000,2,1,-2,-2,-1,-1,-1,175,1547,4803,0,6101,4803,0
23847,290000,1,1,0,0,2,2,2,85532,69025,79698,63168,20000,0,10000
23848,230000,1,2,-2,-2,-2,-2,-2,0,742,0,4870,0,0,0
23849,220000,2,1,-1,-1,-1,-1,-1,265,4786,2873,7484,2367,2888,13062
23850,30000,2,1,1,-2,-2,-2,-2,0,0,0,0,0,0,0
23851,300000,2,2,-1,-1,2,-1,0,2890,390,390,390,1380,0,0
23852,260000,3,1,-1,2,2,-1,-1,1148,123,446,35722,1668,0,0
23853,140000,2,1,2,2,2,2,2,68859,70428,72924,75508,3200,2800,3000
23854,350000,1,1,-2,-2,-2,-2,-2,7617,2554,66525,15268,44538,67211,228300
23855,70000,2,1,0,0,0,0,0,30346,27040,18897,10707,1635,1463,570
23856,200000,2,2,0,0,0,0,0,183464,184391,165686,165627,7035,7032,6523
23857,90000,1,2,2,0,0,0,0,90226,90378,28790,28941,1500,1443,2000
23858,30000,2,2,1,2,0,0,-1,24597,26852,24800,23905,0,3000,23771
23859,80000,1,2,0,0,0,0,0,67751,68484,55241,57881,3000,2000,3000
23860,150000,1,2,-1,0,0,0,0,29997,31171,30545,33762,2000,2000,2000
23861,360000,1,2,1,-1,-1,-1,-1,-4316,60054,17328,77898,188000,17384,46677
23862,400000,2,1,-1,0,0,-1,-1,11633,12294,13751,21784,1287,1000,507
23863,300000,1,2,-1,-1,0,0,-1,121,2175,2774,14190,0,2000,2043
23864,50000,2,2,2,2,2,2,2,21839,22771,24016,24849,1600,1000,0
23865,20000,1,2,1,2,2,0,0,15678,15129,31269,8311,3100,0,2000
23866,90000,2,2,2,2,0,2,0,82671,78750,63795,54646,3324,5380,1800
23867,180000,2,1,0,0,0,2,0,148735,150771,165696,168952,8000,13500,13600
23868,230000,2,2,-1,-1,0,0,0,566,5477,6406,6446,4001,3000,5000
23869,160000,2,1,1,-2,-2,-2,-1,0,0,0,1300,0,0,1244
23870,200000,2,2,1,2,0,0,0,124652,109401,14607,18026,5000,2000,20000
23871,300000,2,2,0,0,-1,0,-1,1726,-9,17648,1000,1983,17652,0
23872,360000,1,2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
23873,230000,2,2,-1,0,0,0,0,9125,7795,192255,187740,191795,10000,8000
23874,80000,1,2,0,0,0,0,-1,74413,76817,43727,1755,3000,1400,0
23875,90000,2,2,2,0,0,-2,-2,2542,3556,0,0,1000,0,0
23876,80000,1,2,0,0,0,0,0,37325,38503,24600,0,2000,1000,0
23877,160000,1,2,1,-1,-2,-2,-2,0,6285,0,0,0,0,0
23878,200000,1,2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
23879,60000,2,2,0,0,0,0,0,15614,16231,17684,21040,1500,1291,390
23880,360000,1,2,-2,-2,-2,-2,-2,2807,894,1390,-5,5970,1396,0
23881,360000,3,2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
23882,220000,1,2,-1,-1,-1,-1,-1,184,1709,47545,3338,919,47545,12448
23883,120000,1,2,0,0,0,0,0,21812,20874,22165,19030,1700,1500,1000
23884,50000,2,2,-1,-1,0,0,0,45708,48316,45021,46470,0,2000,3600
23885,300000,2,2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
23886,400000,1,2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
23887,260000,3,2,0,0,0,0,0,33078,42056,45879,59872,10000,10390,10000
23888,80000,2,1,0,0,0,2,0,58777,60201,69160,25000,3000,9160,0
23889,50000,1,2,0,0,-1,-1,-2,50457,51400,3794,0,0,3794,9551
23890,20000,2,2,-1,-1,-2,-2,-2,1200,0,0,0,0,0,0
23891,50000,2,1,0,0,0,0,0,47555,47531,47982,30449,2005,2383,1045
23892,20000,3,2,1,2,-1,0,0,19901,19105,19206,19135,572,20502,705
23893,150000,1,2,0,0,0,0,0,84777,81530,73785,59526,3073,2584,1736
23894,620000,2,2,0,0,0,0,0,524191,524555,443199,431316,15669,16011,17002
23895,270000,3,2,0,0,0,0,0,276192,271773,268735,273139,11100,12000,10500
23896,130000,2,2,1,2,2,2,2,88766,91466,90851,98452,4000,0,3600
23897,150000,2,2,-1,0,0,0,0,82791,82533,45340,36499,2381,1579,597
23898,50000,2,1,0,0,0,0,0,38189,28440,21482,18705,1436,1162,500
23899,50000,2,1,1,4,2,2,3,13294,12799,11816,13506,0,0,0
23900,20000,2,2,2,0,2,2,-2,15021,17452,19437,0,3000,295,0
23901,50000,2,2,-1,-1,-2,-2,-2,2454,0,0,0,0,0,0
23902,170000,1,2,0,0,0,0,0,112367,106345,90720,83956,4456,2992,3200
23903,50000,2,2,0,0,0,0,0,51232,50732,49908,21138,2300,1500,900
23904,20000,3,2,0,0,0,0,2,18306,18977,19035,12308,1462,1522,1000
23905,20000,2,2,1,2,2,0,0,14542,14011,16335,17590,3132,0,0
23906,20000,2,2,0,0,-1,0,0,23675,20297,2333,0,1240,2333,0
23907,20000,2,2,0,0,0,0,0,18671,18497,18347,0,1750,1000,0
23908,20000,1,2,0,0,0,0,0,19231,20235,22231,21687,1675,1327,777
23909,90000,2,2,0,0,0,0,0,79938,67857,67797,48163,3000,3000,2000
